car_title,car_link,car_price,currency,years
Renault Espace IV,https://www.otomoto.pl/oferta/renault-espace-2-0t-170km-klimatronic-tempomat-parktronic-polskora-serwis-oplacony-ID6Bur7J.html#9516438a8d,18 900,PLN,2006
Ford Kuga II,https://www.otomoto.pl/oferta/ford-kuga-automat-140-km-4x4-navi-grzane-fotele-ID6BsLf7.html#9516438a8d,59 268,PLN,2014
BMW Seria 1 E87,https://www.otomoto.pl/oferta/bmw-seria-1-bmw-e87-130i-265km-automat-lopatki-63tys-km-przebieg-zarejestrowana-ID6AjNWm.html#9516438a8d,21 999,PLN,2007
Ford Focus Mk3,https://www.otomoto.pl/oferta/ford-focus-vat23-salonpl-climatronic-tempomat-bluetooth-gwarancja-papis-lodz-ID6BqfKY.html#9516438a8d,52 000,PLN,2017
Peugeot 3008 I,https://www.otomoto.pl/oferta/peugeot-3008-style1-6-120-kmbogata-wersja1wlasc100-oryginal-ID6BtL08.html#9516438a8d,44 900,PLN,2013
Audi A6 C6,https://www.otomoto.pl/oferta/audi-a6-historia-pojazdu-bezwypadkowosc-i-przebieg-w-pelni-udokumentowana-ID6BuolD.html#9516438a8d,21 000,PLN,2005
Audi RS4,https://www.otomoto.pl/oferta/audi-rs4-unikatowe-sprzedaz-lub-odstepne-leasingu-za-130k-pln-brutto-ID6BwmCp.html#9516438a8d,230 000,PLN,2014
Citroën Xsara Picasso,https://www.otomoto.pl/oferta/citroen-xsara-picasso-1-6-109-koni-oryginalny-przebieg-135577-km-z-dowodami-aso-caly-orygin-ID6BuH8e.html#9516438a8d,11 499,PLN,2007
Toyota Corolla Seria,https://www.otomoto.pl/oferta/toyota-corolla-1-6-comfort-salon-pl-gwarancja-faktura-23-ID6Be8uD.html#9516438a8d,61 900,PLN,2017
Toyota Corolla Seria,https://www.otomoto.pl/oferta/toyota-corolla-1-6-comfort-salon-pl-gwarancja-faktura-23-ID6Be8va.html#9516438a8d,61 900,PLN,2017
car_title,car_link,car_price,currency,years
Opel Insignia A,https://www.otomoto.pl/oferta/opel-insignia-opel-insignia-2011r-polski-salon-serwisowana-cosmo-ID6BuH3o.html#2e9a43be3a,28 500,PLN,2011
Peugeot 508,https://www.otomoto.pl/oferta/peugeot-508-business-2015r-fv23-ID6B1VpV.html#2e9a43be3a,49 900,PLN,2015
Ford Focus Mk3,https://www.otomoto.pl/oferta/ford-focus-1-6-tdci-trend-polski-salon-gwarancja-przebiegu-dw652xy-ID6Bt6e9.html#2e9a43be3a,27 599,PLN,2014
Renault Megane IV,https://www.otomoto.pl/oferta/renault-megane-1-2-energy-tce-zen-polski-salon-gwarancja-przebiegu-f-vat-wd4714j-ID6BkzlP.html#2e9a43be3a,57 699,PLN,2016
Ford Focus Mk3,https://www.otomoto.pl/oferta/ford-focus-1-6-tdci-trend-polski-salon-gwarancja-przebiegu-f-vat-wx80674-ID6BfJUU.html#2e9a43be3a,41 599,PLN,2015
Toyota Auris II,https://www.otomoto.pl/oferta/toyota-auris-1-4-d-4d-active-polski-salon-gwarancja-przebiegu-f-vat-gd162jw-ID6BgYS2.html#2e9a43be3a,39 399,PLN,2015
Volkswagen Passat B5,https://www.otomoto.pl/oferta/volkswagen-passat-highline1-8toryg-lakierbixenonszyberskoratempomatw-palni-sprawn-ID6BwmE9.html#2e9a43be3a,12 000,PLN,2003
Chevrolet Kalos,https://www.otomoto.pl/oferta/chevrolet-kalos-sliczny-benzynka-klima-lalka-zadbany-bez-korozji-polecam-ID6BkOuR.html#2e9a43be3a,7 300,PLN,2006
Volkswagen Passat B6,https://www.otomoto.pl/oferta/volkswagen-passat-passat-highline-dsg-170km-polski-salon-kolor-mocca-brown-ID6BwmDH.html#2e9a43be3a,24 000,PLN,2007
Porsche Macan,https://www.otomoto.pl/oferta/porsche-macan-porsche-macan-turbo-2015-fakvat23-porsche-centrum-warszawa-ID6Bw2Fr.html#2e9a43be3a,329 900,PLN,2015
Porsche Panamera,https://www.otomoto.pl/oferta/porsche-panamera-porsche-panamera-turbo-s-2012-salon-pl-fvat23-porsche-centrum-w-wa-ID6Bw14x.html#2e9a43be3a,249 000,PLN,2012
BMW X3 E83,https://www.otomoto.pl/oferta/bmw-x3-bmw-x3-e83-mpakiet-2-0d-177ps-ID6BuH3L.html#2e9a43be3a,34 999,PLN,2008
Audi Q7 I,https://www.otomoto.pl/oferta/audi-q7-audi-q7-3-0-tdi-salon-polska-bezwypadkowy-ID6BuH2h.html#2e9a43be3a,62 900,PLN,2008
Porsche Cayenne II,https://www.otomoto.pl/oferta/porsche-cayenne-porsche-cayenne-turbo-2010-fvat23-porsche-centrum-warszawa-ID6BuqVp.html#2e9a43be3a,145 000,PLN,2010
Porsche Panamera,https://www.otomoto.pl/oferta/porsche-panamera-porsche-panamera-turbo-sport-tursimo-2017-fvat-porsche-centrum-warszaw-ID6zHnJ4.html#2e9a43be3a,689 000,PLN,2017
Porsche Macan,https://www.otomoto.pl/oferta/porsche-macan-porsche-macan-2-0-2018-demo-fakvat23-porsche-centrum-warszawa-ID6B5xR0.html#2e9a43be3a,268 900,PLN,2018
Citroën C4 Picasso II,https://www.otomoto.pl/oferta/citroen-c4-picasso-samochod-z-niewielkim-przebiegiem-42000-km-w-bardzo-dobrym-stanie-ID6BuujY.html#2e9a43be3a,34 600,PLN,2013
Honda Civic VII,https://www.otomoto.pl/oferta/honda-civic-honda-civic-vii-1-4-ID6BsVpv.html#2e9a43be3a,9 000,PLN,2004
Audi A3 8P,https://www.otomoto.pl/oferta/audi-a3-1-9-105km-bkc-ID6BwmDN.html#2e9a43be3a,13 500,PLN,2003
Toyota RAV4 IV,https://www.otomoto.pl/oferta/toyota-rav4-atrakcyjna-cena-ID6BwmCu.html#2e9a43be3a,60 500,PLN,2013
Porsche 911 991,https://www.otomoto.pl/oferta/porsche-911-porsche-911-carrera-s-2014-fvat23-porsche-centrum-warszawa-p-approved-ID6ASBwm.html#2e9a43be3a,399 900,PLN,2014
Fiat Ducato III,https://www.otomoto.pl/oferta/fiat-ducato-euro-5-lift-9-miejsc-multijet-130koni-klimatronic-brutto-piekny-stan-ID6BwmDz.html#2e9a43be3a,42 900,PLN,2012
Ford Mondeo Mk4,https://www.otomoto.pl/oferta/ford-mondeo-titanium-convers-navi-bogata-wersja-regularnie-serwisowany-zadbany-ID6Bqh5y.html#2e9a43be3a,20 300,PLN,2008
BMW Seria 5 F10,https://www.otomoto.pl/oferta/bmw-seria-5-stan-bardzo-dobry-polski-salon-koniakowe-skory-powloka-ceramiczna-ID6BuGXB.html#2e9a43be3a,66 900,PLN,2010
Toyota Corolla Seria,https://www.otomoto.pl/oferta/toyota-corolla-1-6-active-ID6Btslq.html#2e9a43be3a,42 800,PLN,2013
Audi A4 B7,https://www.otomoto.pl/oferta/audi-a4-wersja-s-line-2008-r-webasto-w-kraju-od-2010-r-ID6z9efz.html#2e9a43be3a,18 900,PLN,2008
Fiat Doblo II,https://www.otomoto.pl/oferta/fiat-doblo-zadbany-i-serwisowany-ID6Br2vp.html#2e9a43be3a,17 900,PLN,2013
Škoda Fabia III,https://www.otomoto.pl/oferta/skoda-fabia-combi-ambition-1-0-mpi-75-km-nowa-fabia-wyprzedaz-rocznika-w-aso-ID6BsLc9.html#2e9a43be3a,49 100,PLN,2018
Škoda Fabia III,https://www.otomoto.pl/oferta/skoda-fabia-combi-ambition-1-0mpi-75km-lpg-wyprzedaz-rocznika-w-aso-ID6BsLc2.html#2e9a43be3a,50 850,PLN,2018
Lancia Ypsilon,https://www.otomoto.pl/oferta/lancia-ypsilon-b-colore-united-tylko-90-000km-niepowtarzalna-mozliwa-zamiana-ID6Bs0E3.html#2e9a43be3a,24 500,PLN,2013
Citroën C1 I,https://www.otomoto.pl/oferta/citroen-c1-sliczny-benzynka-lalka-zadbany-bez-korozji-polecam-ID6Arj8A.html#2e9a43be3a,6 950,PLN,2007
Toyota Hilux,https://www.otomoto.pl/oferta/toyota-hilux-toyota-hilux-2006-rejestracja-styczen-2007-150-km-mocy-ID6BwmDb.html#2e9a43be3a,44 000,PLN,2006
car_title,car_link,car_price,currency,years
BMW X1 E84,https://www.otomoto.pl/oferta/bmw-x1-full-opcja-skora-kremowa-dvd-nawigacja-ID6AIGQf.html#1e86359fc2,45 000,PLN,2010
Fiat Tipo II,https://www.otomoto.pl/oferta/fiat-tipo-tipo-95km-1-4-fiat-2018-gam-dlugoleka-dostepne-od-reki-zapraszamy-ID6BsLbI.html#1e86359fc2,43 700,PLN,2018
Peugeot 207,https://www.otomoto.pl/oferta/peugeot-207-tylko-132-000km-panorama-klimatronik-mozliwa-zamiana-ID6AEDNf.html#1e86359fc2,15 500,PLN,2009
Nissan Qashqai II,https://www.otomoto.pl/oferta/nissan-qashqai-1-6d-130km-n-connecta-styl-w-leasingu-za-1396zl-nettto-z-serwisami-ID6ABNxP.html#1e86359fc2,97 900,PLN,2018
Nissan 370 Z,https://www.otomoto.pl/oferta/nissan-370-z-370z-salon-pl-gt-edition-fakturavat-ID6BwmD0.html#1e86359fc2,92 250,PLN,2011
Mercedes-Benz Klasa E W211,https://www.otomoto.pl/oferta/mercedes-benz-klasa-e-320cdi-r6-piekny-kolor-i-jasne-wnetrze-bezwypadkowy-po-oplatach-ID6BwmDl.html#1e86359fc2,23 500,PLN,2004
Nissan Qashqai II,https://www.otomoto.pl/oferta/nissan-qashqai-tekna-pakiet-premium-1-6d-130km-4wd-ID6BqXGj.html#1e86359fc2,111 900,PLN,2018
Alfa Romeo 147,https://www.otomoto.pl/oferta/alfa-romeo-147-alfa-romeo-147-ts-1-6-lpg-brc-sprawny-ID6BwlrO.html#1e86359fc2,6 500,PLN,2006
Mercedes-Benz GLC,https://www.otomoto.pl/oferta/mercedes-benz-glc-4matic-led-ils-kamera-360-03246-ddb-auto-bogacka-ID6BiGdu.html#1e86359fc2,216 900,PLN,2018
Volvo V60,https://www.otomoto.pl/oferta/volvo-v60-d4-190km-r-design-pl-salon-fv23-serwis-aso-delaer-drywa-volvo-ID6AN0eX.html#1e86359fc2,139 888,PLN,2018
Volkswagen Tiguan I,https://www.otomoto.pl/oferta/volkswagen-tiguan-nowy-model-od-pierwszego-wlasciciela-z-serwisami-mozliwa-zamiana-ID6BrTli.html#1e86359fc2,42 500,PLN,2012
Jaguar XF X250,https://www.otomoto.pl/oferta/jaguar-xf-2-0l-gtdi-z-turbo-sprezarka-ID6BusZV.html#1e86359fc2,94 000,PLN,2014
Škoda Kodiaq,https://www.otomoto.pl/oferta/skoda-kodiaq-ambition-2-0-tdi-150-km-manual-4x4-dostepne-od-reki-ID6Bu6IR.html#1e86359fc2,144 800,PLN,2018
BMW Seria 3 E46,https://www.otomoto.pl/oferta/bmw-seria-3-bardzo-ladne-bezwypadkowe-auto-niski-przebieg-ID6Bu6FY.html#1e86359fc2,9 900,PLN,2003
Opel Insignia A,https://www.otomoto.pl/oferta/opel-insignia-jesienna-promocja-2-0cdti-170-km-salon-pl-aso-fv-23-ID6A7Msf.html#1e86359fc2,61 000,PLN,2015
Mazda 2 II,https://www.otomoto.pl/oferta/mazda-2-tylko-74-000km-1-4-75km-od-pierwszego-wlasciciela-mozliwa-zamiana-ID6BrT45.html#1e86359fc2,17 500,PLN,2009
Fiat Tipo II,https://www.otomoto.pl/oferta/fiat-tipo-bogate-wyposazenie-godny-uwagi-mozliwa-zamiana-ID6BrNt0.html#1e86359fc2,38 500,PLN,2016
Mercedes-Benz GL X164,https://www.otomoto.pl/oferta/mercedes-benz-gl-super-stan-samochod-od-polskiego-dealera-bezwypadkowy-pierwszy-lakier-ID6BwmBt.html#1e86359fc2,79 000,PLN,2008
Audi Q3,https://www.otomoto.pl/oferta/audi-q3-s-tronic-quattro-climatronic-nawigacja-parktronic-papis-ID6AnC9f.html#1e86359fc2,84 900,PLN,2013
Suzuki Grand Vitara II,https://www.otomoto.pl/oferta/suzuki-grand-vitara-suzuki-grand-vitara-ii-1-9-ddis-1-wlasciciel-4x4-ID6BwmCX.html#1e86359fc2,20 900,PLN,2006
Citroën Berlingo II,https://www.otomoto.pl/oferta/citroen-berlingo-wersja-xtr-dodatkowe-wyposazenie-mozliwosc-zakupu-na-raty-0-ID6BuGQN.html#1e86359fc2,21 950,PLN,2010
Mercedes-Benz Klasa B W246,https://www.otomoto.pl/oferta/mercedes-benz-klasa-b-sport-ledy-bixenon-kamera-navi-gps-parktronik-ID6Btder.html#1e86359fc2,44 900,PLN,2013
Audi A4 B7,https://www.otomoto.pl/oferta/audi-a4-2-0tdi-170-km-s-line-quattro-ID6AcEwK.html#1e86359fc2,23 990,PLN,2006
Citroën C5 II,https://www.otomoto.pl/oferta/citroen-c5-citroen-c5-2007-lpg-ID6BuGOU.html#1e86359fc2,15 900,PLN,2007
Audi Q5 8R,https://www.otomoto.pl/oferta/audi-q5-2-0tdi-quattro-177-km-bang-s-tronic-vat23-bezwypadkowy-aso-ID6AkuOj.html#1e86359fc2,89 900,PLN,2012
Volkswagen Touran II,https://www.otomoto.pl/oferta/volkswagen-touran-2-0tdi-140km-r-line-dsg-navi-7osob-pdc-alu-serwis-sliczny-ID6Bu6HZ.html#1e86359fc2,44 900,PLN,2014
Mercedes-Benz CLK W209,https://www.otomoto.pl/oferta/mercedes-benz-clk-nowy-gaz-zamiana-na-wiekszy-w-automacie-ID6BuGOv.html#1e86359fc2,34 900,PLN,2005
Renault Clio IV,https://www.otomoto.pl/oferta/renault-clio-renault-clio-iv-grand-tour-benzyna-90-km-bezwypadkowy-oplacony-ID6B7hvu.html#1e86359fc2,33 900,PLN,2015
BMW Seria 5 F10,https://www.otomoto.pl/oferta/bmw-seria-5-bmw-525-x-drive-luxury-line-salon-premium-selection-faktura-vat-ID6BtccH.html#1e86359fc2,99 000,PLN,2013
Mercedes-Benz Klasa E W212,https://www.otomoto.pl/oferta/mercedes-benz-klasa-e-avantgarde-po-liftingu-ID6BuGNT.html#1e86359fc2,59 900,PLN,2012
Audi A6 C7,https://www.otomoto.pl/oferta/audi-a6-2-0-190km-sline-panorama-black-paki-bose-kamera-my2016-fv23-gwar-2019-ID6Bu6HH.html#1e86359fc2,97 990,PLN,2015
Audi A8 D3,https://www.otomoto.pl/oferta/audi-a8-lift-3-0tdi-233koni-bi-xenon-quattro-skora-nawigacja-ID6BdaTt.html#1e86359fc2,41 000,PLN,2007
car_title,car_link,car_price,currency,years
Opel Astra J,https://www.otomoto.pl/oferta/opel-astra-idealny-stan-modelowy-2014-ID6A3fmg.html#444c3da4af,30 900,PLN,2013
BMW Seria 1 F20,https://www.otomoto.pl/oferta/bmw-seria-1-bmw-seria-1-salon-polska-faktura-vat-23-ID6BqRvO.html#444c3da4af,45 000,PLN,2013
Opel Insignia A,https://www.otomoto.pl/oferta/opel-insignia-ladna-doinwestowana-polski-salon-ID6BuGMT.html#444c3da4af,28 900,PLN,2011
Opel Meriva II,https://www.otomoto.pl/oferta/opel-meriva-opel-meriva-1-7-131km-alu17-navi-panorama-2xparktronik-gwarancja-aso-ID6Bu6Hl.html#444c3da4af,26 900,PLN,2011
BMW Seria 5 E60,https://www.otomoto.pl/oferta/bmw-seria-5-bmw-seria5-e61-530lift-bogata-wersja-bixenon-duzanavi-panorama-komfort-ID6BwmBW.html#444c3da4af,37 000,PLN,2007
Mercedes-Benz Klasa C W203,https://www.otomoto.pl/oferta/mercedes-benz-klasa-c-180-kompressor-po-liftingu-serwisowany-tylko-w-aso-mb-ID6BwmBV.html#444c3da4af,19 900,PLN,2004
Saab 9-3 II,https://www.otomoto.pl/oferta/saab-9-3-saab-9-3-kombi-1-9-tid-150-km-vector-2007r-ID6Bcfp7.html#444c3da4af,13 900,PLN,2007
Toyota Verso,https://www.otomoto.pl/oferta/toyota-verso-2-0d-126km-panorama-pdc-alu-climatron-oplacona-ID6Bu6GJ.html#444c3da4af,32 900,PLN,2011
Citroën C4 Picasso I,https://www.otomoto.pl/oferta/citroen-c4-picasso-1-6vti120ps-benzyna-manual-klimatzacja-serwisowany-1-wlasciciel-ID6AOZdD.html#444c3da4af,17 700,PLN,2010
Volkswagen T-Roc,https://www.otomoto.pl/oferta/volkswagen-t-roc-1-0-tsi-85-kw-115-km-6-biegow-wyprzedaz-rocznika-w-aso-plichta-ID6BhO2n.html#444c3da4af,94 900,PLN,2018
Renault Laguna III,https://www.otomoto.pl/oferta/renault-laguna-bogato-wyposazona-z-gazem-ID6Bu6FZ.html#444c3da4af,24 500,PLN,2008
Volkswagen Golf VII,https://www.otomoto.pl/oferta/volkswagen-golf-comfortline-1-0-tsi-110-km-wyprzedaz-rocznika-w-aso-plichta-ID6BtgcV.html#444c3da4af,72 000,PLN,2018
Audi SQ7,https://www.otomoto.pl/oferta/audi-sq7-4-0-tdi-quattro-435-km-tiptronic-audicentrum-gdansk-ID6BuGun.html#444c3da4af,472 900,PLN,2018
Citroën C3 III,https://www.otomoto.pl/oferta/citroen-c3-salon-polska-bezwypadkowy-shine-kamera-czujniki-grzane-fotele2017r-ID6Bu6F3.html#444c3da4af,48 900,PLN,2017
Audi A6 C6,https://www.otomoto.pl/oferta/audi-a6-c6-3-0-tdi-v6-quattro-bixenon-tiptronik-lopatki-f1-itd-ID6Biv85.html#444c3da4af,30 999,PLN,2006
Mercedes-Benz GLA,https://www.otomoto.pl/oferta/mercedes-benz-gla-vat23-salonpl-aso-gwar-fabryczna-amg-automat-lopatki-papis-ID6Bmc6G.html#444c3da4af,93 400,PLN,2015
Honda CR-V III,https://www.otomoto.pl/oferta/honda-cr-v-sprzedam-honda-cr-v-iii-executiwe-rejestracja-luty-2009-faktura-vat-ID6BwmBf.html#444c3da4af,36 500,PLN,2008
Audi A4 B7,https://www.otomoto.pl/oferta/audi-a4-4x4-quattro-2-0tdi-140km-s-line-manual-serwis-gwarancja-oplacona-ID6Br4kU.html#444c3da4af,19 900,PLN,2007
Mercedes-Benz GLC,https://www.otomoto.pl/oferta/mercedes-benz-glc-4matic-pakiet-amg-led-ils-kamera-360-03256-ddb-auto-bogacka-ID6BiFS7.html#444c3da4af,219 900,PLN,2018
Opel Karl,https://www.otomoto.pl/oferta/opel-karl-klimatyzacja-bardzo-maly-przebieg-ID6zayam.html#444c3da4af,28 500,PLN,2017
Volkswagen Passat B7,https://www.otomoto.pl/oferta/volkswagen-passat-ID6Arr1V.html#444c3da4af,31 000,PLN,2012
BMW Seria 5 F10,https://www.otomoto.pl/oferta/bmw-seria-5-bmw-f10-528i-xdrive-2013-ID6BupHb.html#444c3da4af,79 900,PLN,2013
Mini Countryman,https://www.otomoto.pl/oferta/mini-countryman-ID6BtVpu.html#444c3da4af,59 000,PLN,2015
Mercedes-Benz Klasa E W213,https://www.otomoto.pl/oferta/mercedes-benz-klasa-e-ID6AIiaT.html#444c3da4af,217 405,PLN,2018
Toyota Auris II,https://www.otomoto.pl/oferta/toyota-auris-90km-d-4d-active-f-23-led-salonpl-gw-12m-bonkowscy-ID6zMdSq.html#444c3da4af,47 900,PLN,2015
Suzuki Swift IV,https://www.otomoto.pl/oferta/suzuki-swift-suzuki-swift-1-3-ddis-uszkodzony-silnik-ID6Bwmvl.html#444c3da4af,7 000,PLN,2005
Audi A3 8V,https://www.otomoto.pl/oferta/audi-a3-1-4-tfsi-s-tronic-fv23-salon-polska-bezwypadek-pelen-serwis-ID6Bu6G9.html#444c3da4af,79 900,PLN,2015
Opel Astra H,https://www.otomoto.pl/oferta/opel-astra-opel-astra-h-opel-astra-h-2008-rok-ID6Br9xn.html#444c3da4af,10 500,PLN,2008
Volvo S80 I,https://www.otomoto.pl/oferta/volvo-s80-volvo-s80-2-9i-200km-skora-xenon-100-oryginal-oplacyty-ID6BwmBg.html#444c3da4af,18 900,PLN,2004
Volkswagen T-Roc,https://www.otomoto.pl/oferta/volkswagen-t-roc-1-0-tsi-115-km-manual-6b-dostepny-pi-wyprzedaz-rocznika-w-aso-ID6Bw1Hr.html#444c3da4af,84 531,PLN,2018
Opel Astra K,https://www.otomoto.pl/oferta/opel-astra-1-4125km-enjoy-pakiet-biznes-plus-kolo-super-cena-rabat-ID6BuGH0.html#444c3da4af,66 699,PLN,2018
Audi A6 C6,https://www.otomoto.pl/oferta/audi-a6-c6-2-7-tdi-bi-ksenon-led-mmi-navi-skora-aso-ID6BuGH4.html#444c3da4af,24 900,PLN,2005
car_title,car_link,car_price,currency,years
Volkswagen T-Roc,https://www.otomoto.pl/oferta/volkswagen-t-roc-premium-1-0-tsi-115-km-manual-6b-pi-wyprzedaz-rocznika-w-aso-ID6Bw2ws.html#277337e975,99 921,PLN,2018
Volkswagen T-Roc,https://www.otomoto.pl/oferta/volkswagen-t-roc-advance-1-0-tsi-115-km-manual-6b-pi-wyprzedaz-rocznika-w-aso-ID6Bshim.html#277337e975,87 295,PLN,2018
Volkswagen T-Roc,https://www.otomoto.pl/oferta/volkswagen-t-roc-advance-1-0-tsi-115-km-manual-6b-tk-wyprzedaz-rocznika-w-aso-ID6Bu8ro.html#277337e975,90 630,PLN,2018
Volkswagen T-Roc,https://www.otomoto.pl/oferta/volkswagen-t-roc-premium-1-0-tsi-115-km-manual-6b-pi-wyprzedaz-rocznika-w-aso-ID6Bw2mL.html#277337e975,98 933,PLN,2018
Volkswagen T-Roc,https://www.otomoto.pl/oferta/volkswagen-t-roc-premium-1-0-tsi-115-km-manual-6b-pi-wyprzedaz-rocznika-w-aso-ID6Bw2sd.html#277337e975,99 921,PLN,2018
Mercedes-Benz Klasa E W211,https://www.otomoto.pl/oferta/mercedes-benz-klasa-e-220cdi-170km-po-liftingu-super-stan-po-oplatach-ID6BwmzN.html#277337e975,24 900,PLN,2006
Seat Arona,https://www.otomoto.pl/oferta/seat-arona-xcellence-1-0-tsi-115-km-dostepna-od-reki-ID6BuGFw.html#277337e975,86 200,PLN,2018
Ford Galaxy Mk2,https://www.otomoto.pl/oferta/ford-galaxy-ford-galaxy-1-9-tdi-115-km-rok-produkcji-2002-ID6Bwmvb.html#277337e975,6 500,PLN,2002
Nissan Patrol GR,https://www.otomoto.pl/oferta/nissan-patrol-profi-przygotowany-zestrojona-pompa-mechaniczna-z-y60-35-mt117-ID6BwmyK.html#277337e975,41 900,PLN,1999
Volkswagen Tiguan II,https://www.otomoto.pl/oferta/volkswagen-tiguan-2-0-tdi-150km-dsg-4motion-highline-ergoactive-polski-dealer-ID6APxHC.html#277337e975,155 350,PLN,2018
Nissan Qashqai+2,https://www.otomoto.pl/oferta/nissan-qashqai-2-tekna-150km-4x4-xenon-skora-bose-navi-kamera-panorama-18alu-key-max-ID6BrEyQ.html#277337e975,38 800,PLN,2011
BMW X1 E84,https://www.otomoto.pl/oferta/bmw-x1-bmw-x1-x-drive-177km-kupiony-w-salon-de-data-1-rejestracji-03-01-2011-ID6BuGCS.html#277337e975,53 500,PLN,2010
Volkswagen Passat B8,https://www.otomoto.pl/oferta/volkswagen-passat-variant-2-0-tdi-150km-city-composition-media-led-polski-dealer-ID6zYxGt.html#277337e975,113 000,PLN,2018
Volkswagen Golf VII,https://www.otomoto.pl/oferta/volkswagen-golf-fl-variant-1-0-tsi-115-km-city-alarm-app-connect-polski-dealer-ID6zYxCc.html#277337e975,74 600,PLN,2018
Volkswagen Passat B6,https://www.otomoto.pl/oferta/volkswagen-passat-1-9tdi-serwis-super-stan-promocja-pakiet-rodzinny-duet-do-30-ID6Btpss.html#277337e975,19 900,PLN,2008
Volkswagen Passat B8,https://www.otomoto.pl/oferta/volkswagen-passat-limousine-2-0-tdi-150km-city-composition-media-led-polski-dealer-ID6zNW6M.html#277337e975,109 100,PLN,2018
Toyota Avensis III,https://www.otomoto.pl/oferta/toyota-avensis-1-8-premium-ID6Bu6BV.html#277337e975,73 900,PLN,2016
BMW X6 E71,https://www.otomoto.pl/oferta/bmw-x6-bmw-x6-4-0d-sort-pakiet-ID6BuGBx.html#277337e975,40 000,PLN,2013
Volvo XC 90 I,https://www.otomoto.pl/oferta/volvo-xc-90-ID6AnXeP.html#277337e975,58 000,PLN,2013
Land Rover Range Rover Sport I,https://www.otomoto.pl/oferta/land-rover-range-rover-sport-polski-salon-aso-kola-zima-start-2012-gwarancja-promocyja-2-dni-ID6Ao4Vu.html#277337e975,85 900,PLN,2011
Toyota Avensis III,https://www.otomoto.pl/oferta/toyota-avensis-1-8-premium-ID6Be27I.html#277337e975,75 900,PLN,2016
Opel Insignia A,https://www.otomoto.pl/oferta/opel-insignia-cosmo-panorama-automat-bixenon-polskora-ID6Burfu.html#277337e975,31 500,PLN,2010
Ford Focus Mk3,https://www.otomoto.pl/oferta/ford-focus-bogate-wyposazenie-model-2014-serwisowany-jak-nowy-ID6BuGxV.html#277337e975,35 900,PLN,2013
BMW Seria 3 F30,https://www.otomoto.pl/oferta/bmw-seria-3-x-drive-m-pakiet-faktura-vat-instagram-skawski-cars-ID6ASOee.html#277337e975,112 000,PLN,2017
Peugeot Partner II,https://www.otomoto.pl/oferta/peugeot-partner-vat-1a-vat-23-3-osobowy-salon-pl-serwis-aso-1-wl-ID6Bu6Al.html#277337e975,25 300,PLN,2015
Ford Focus Mk2,https://www.otomoto.pl/oferta/ford-focus-1-6tdci-109km-navi-lift-101-000km-serwis-do-konca-ID6AZBFb.html#277337e975,11 400,PLN,2009
Opel Astra J,https://www.otomoto.pl/oferta/opel-astra-1-7cdti-110km-17-alu-serwis-super-stan-ID6BwkgP.html#277337e975,21 900,PLN,2010
Dacia Logan II,https://www.otomoto.pl/oferta/dacia-logan-1-0-sce-75km-laureate-navi-opcje-super-okazja-bogata-wersja-ID6BuGAq.html#277337e975,42 299,PLN,2018
Ford Mondeo Mk5,https://www.otomoto.pl/oferta/ford-mondeo-1-5-ecoboost-165km-trend-dzienne-led-tempomat-super-rabat-ID6BuGA3.html#277337e975,89 899,PLN,2018
Mercedes-Benz Klasa S W221,https://www.otomoto.pl/oferta/mercedes-benz-klasa-s-s350cdi-19-alu-amg-skora-navi-serwis-lifting-ID6BttB6.html#277337e975,78 900,PLN,2010
Renault Clio II,https://www.otomoto.pl/oferta/renault-clio-ID6Bwmx4.html#277337e975,7 000,PLN,2003
Mercedes-Benz Klasa B W245,https://www.otomoto.pl/oferta/mercedes-benz-klasa-b-180cdi-109km-17-alu-okazja-serwis-aso-ID6B3s3w.html#277337e975,14 900,PLN,2006
car_title,car_link,car_price,currency,years
Mercedes-Benz Klasa E W213,https://www.otomoto.pl/oferta/mercedes-benz-klasa-e-220d-pakiet-dynamic-led-ils-direct-select-9g-tronic-cpa-ID6BtrMi.html#21eef86138,215 999,PLN,2018
Mercedes-Benz GLC,https://www.otomoto.pl/oferta/mercedes-benz-glc-250-coupe-4m-amg-salon-pl-fv-23-nowy-od-reki-2018-okazja-ID6A5pdi.html#21eef86138,229 000,PLN,2018
Dodge RAM,https://www.otomoto.pl/oferta/dodge-ram-1500-big-horn-lpg-brc-model-16-ID6AhPFQ.html#21eef86138,111 000,PLN,2015
Audi A4 B8,https://www.otomoto.pl/oferta/audi-a4-audi-a4-avant-wersja-s-line-stan-idealny-ID6Bwmvg.html#21eef86138,45 000,PLN,2012
Ford Mondeo Mk4,https://www.otomoto.pl/oferta/ford-mondeo-ford-mondeo-mk4-titanium-1-8-tdci-125km188000km-convers-zadbany-ID6Bwmvd.html#21eef86138,18 600,PLN,2007
Volkswagen Tiguan II,https://www.otomoto.pl/oferta/volkswagen-tiguan-2-0-tdi-190km-dsg-4motion-highline-r-line-dcc-szklany-dach-demo-ID6zQip7.html#21eef86138,188 200,PLN,2018
Honda Accord VIII,https://www.otomoto.pl/oferta/honda-accord-unikat-2-4-full-przebieg-41-tys-km-serwis-aso-honda-100-bezwypadkowy-ID6Bwmx7.html#21eef86138,43 900,PLN,2009
